id,idedge,idnodo,hash,type,date,temperatura,umidade,rele,description
569,492,147,8dab88308c59b4c6d6166ddb21ce5b20794746b491b26222e0bd308595f951d39fb5db1c760f236ba0ff1ff0bb0461e33d8979e5ba0c8c8398ce19ff1b069db2,5,2023-09-08T14:16:20.404089,20,79,off,Alert data
570,5523,757,b2cf47157b846648b3a9abd22ee630b4d0a05da04b1d0e6b4b28fdb6eee5a02b89d00379c46de9ea66e0640478eb05501d0d19686267f29d379b68bfa04e6257,3,2023-09-08T14:16:20.404089,21,80,off,Alert data
571,7303,315,ebe98e02a8388bc122ac8337c9e01310326f40f20f29025883c1498ffc2cacf29229d20edd161b2339aefc28e0ea48989bbf25ff7c104d0b8d6c3759df3354cb,6,2023-09-08T14:16:20.404089,20,79,on,Alert data
572,5084,885,17fbaeea5c0adf36ccd03f3f1258e523c9b996b8cab591e803a3037221adbe05eac1f1376b3335fc6af60c963fa366ca329d1304b449c16d5711bc2cbf0094dd,10,2023-09-08T14:16:20.404089,21,80,off,Alert data
573,1404,664,51e882750fc417121dadc0b7a62211048de290eccee28109a9eea6b9cc34d6f8465af83d2de209d632940e4ca892c728b1e195928b6bbc67f2a8bb9233c9766c,7,2023-09-08T14:16:20.404089,20,80,off,Alert data
574,8079,879,8b51a113bca531bd0de09fca8a35d26c7d23d9d7e980320904a345330ba34a1900c3661e841f0132a7ec12cb03f709dbb3fbc4e8e5e7f5fa610bf6f9f65daa51,2,2023-09-08T14:16:20.404089,21,79,off,Alert data
575,3500,752,d15d34f944fdebb7fa5a37776c071c7e2bdb8f8a97fbbd49c262ae587aa6b083a97605686b539179f775bb52e411e71a0930fd19c81ec964c4ac62dd7eb7a50a,10,2023-09-08T14:16:20.404089,20,79,on,Alert data
576,2765,349,c7722b9e637daf769a183c7e0aae110be93941c55a88288772c7209fd8889eb4a6a672ddf14292604cc8ed53379e814624c0e26be8b9f7cde30469bcccac7fcf,10,2023-09-08T14:16:20.404089,21,80,on,Alert data
577,6814,584,2c9b2d5724d07fa85cc048bd7558e077467d4619b3c319882ad3053e9d4687bb06e0e3336987d81c8b90c4c22be92ce33f2b46815cd64dec5d71c41afd71f3be,4,2023-09-08T14:16:20.405179,21,80,on,Alert data
578,6362,521,4f5623c0af79272528ef748d3fdce4de8c9aacfcedf8fc44abe39770c9b57666bf78081584b8d2488d2562c7e41d3e3bb2c0afa8f3838964de4504f9b39326a0,10,2023-09-08T14:16:20.405179,20,80,off,Alert data
579,8033,729,895b87921661b7291bca7aca985dbb34bbd3123c57579b61fb6acc6ee1f290b108f478c2d869b64c72dff2ae44a674b5ea13621e9f19049503a40219d5ac3483,4,2023-09-08T14:16:20.405179,20,79,off,Alert data
580,8542,726,7460fc8e66997e449b059b3022c0bcbe200fdc227f40a2e02166b714ed56a80e2051919931eb5f5984eab1817e0178d5d6efc384b223db0cddda522b786b9830,4,2023-09-08T14:16:20.405179,20,80,on,Alert data
581,88,118,d9e76b4c8501663b6bd3625923ad77c98b5cd8cd78f3c5647a64fd3558b4283488151c0fa313817b77c9818effd9b391b800dc604d5f067ef358cedc2cceed75,9,2023-09-08T14:16:20.405179,20,79,off,Alert data
582,8942,451,1555a11bc7ebcf77589ab873ffbf50101df2f7f9e54ac4bf7640a640af1e972d19ba63f2c1b16a5b3b58fb1fc61062245bbc4e1d10a0c41ea807e0804b350dc2,5,2023-09-08T14:16:20.405179,20,79,off,Alert data
583,4626,366,8a841e1a8e168b69a8eb463f07c4468d9ee75edd1dec54ea534207241c52d292cd4f288867594586fda76025ed6ff62b6c161b30a8b219bd679b29825f9f2283,10,2023-09-08T14:16:20.405179,21,79,off,Alert data
584,2882,316,d1907096363a5240128dd82ea82ca2f863f08a2da421bb5beb29f4b8b8ac378f95ce889f43e6bcba60905d0166a319815e1e792db4ada98d327f71f050bca8af,6,2023-09-08T14:16:20.405179,21,79,off,Alert data
585,7539,539,9919f563c30c5c517f97eee099c655ba22b3e650cb0ec1611351e1e58bb31644c1aa24cefb4a703b31768e3c5be8dcf7b929a3db2414f9b367f6a98d5de0034d,6,2023-09-08T14:16:20.405179,21,80,on,Alert data
586,2009,292,d9b43121ecd975a06c1a49a964017d4c93331e1fffc51b500e17745b025705ebc940b09cb75b25a5396267afdb132ea70823fdbdbfede8850961016f3d52aa82,4,2023-09-08T14:16:20.405179,21,79,off,Alert data
587,2444,310,c4ed2b737fbdb9b3e6c643ca45124f3c04a3e55f61c3a1dda943ab2fa9d84728480a4d627681d647052b9dabb4177a38a8891cebc507bcf248c1c430c2f1b6d7,3,2023-09-08T14:16:20.405179,21,79,off,Alert data
588,4750,256,cb65e3b42ef690f397b76665165ef62da9565b767e6a29ad4b0a8b033bb5c2baa02aef122eee6509cd84f700e34f098b3954b51ff1db60f779987daba46c5990,10,2023-09-08T14:16:20.405179,20,79,on,Alert data
589,7778,436,29e8529df01d63d69bfb72b172915c6a1a67f7250760332394c3521f69032a1ecc4faa0442e4b5598fd3c70cef524c9be9033d19aa0f45e8d6254d789ad8524c,8,2023-09-08T14:16:20.405179,21,80,off,Alert data
590,7695,812,f56c4a928157a51820dc79adce8ee0dcff2c80c864504827cd795522e28c59b0644ee1dbba32b5eac906e720142ab1d75384ee95262e44affa874b48246b27a6,4,2023-09-08T14:16:20.405179,20,80,off,Alert data
591,1617,553,60874b8b6eb9dccee9e07b86964f4e2ef2fc0c320cbad757a22db39b1a8c7adcbc593efa51052b8ff5fea6f9d03504fe4e28996bd5e98b47619a412c68016f83,6,2023-09-08T14:16:20.405179,20,80,off,Alert data
592,9933,999,41d61592bf03b8b39a7301b311846fecb0e781a850649cce2cf36acc555caae6c647f5f37e317b0f818fd891707264d4c493375130eac2c1b27f1920b176a0d0,7,2023-09-08T14:16:20.405179,20,79,off,Alert data
593,6714,292,cd239c77db95907da023e1e91e70404807bb4370f66ffd1201cda4df0d00e4aa0a3c073431f8cd3e3b4251b1cb0d88fcb906860d9d20b46f2b68081124d2c103,4,2023-09-08T14:16:20.405179,20,79,on,Alert data
594,4282,509,711379861833100247a9ebe267cd23faccb79e7bbd91cf75f3f757ef645e969b10678e2685994deba2146f0f5c60970c893e7048c49232cc0c9b9ab717ce4755,6,2023-09-08T14:16:20.405179,20,80,on,Alert data
595,2940,235,4e6a06897e469a17f8f6e8b61cc228101da3bcb6981c135cff0c2e4d25e21c866c0867e20753c7065f1282ddc8f230370e18fddb81b255cdc8a98992c5b4a252,7,2023-09-08T14:16:20.405179,21,79,off,Alert data
596,4337,658,c45c3b43e558af8ba73df0887e85b28aa4aa11cad3ef62ef123fe73cdd3300953b4cf4c50f7f7dc2583659ed50bb147de380a6ab7b75a013b79f036d167cb49f,9,2023-09-08T14:16:20.405179,20,79,on,Alert data
597,5865,375,f47dbd431fca91acf025dc684a038319000a746f6def7e651cdc3000d436219090dabdfd71f3ff23a34411244ee62964cdfe2b79156b5812314ef7e8086660b4,3,2023-09-08T14:16:20.405179,20,80,on,Alert data
598,7025,168,3468e33c1152c6fbd0728478bcd2b2b6ca727ef060e1b9321580014dd3102f75138a0812c748c9171b658111a44154411bd7ed6db986a7f68d3fd2866e43f8a1,3,2023-09-08T14:16:20.405179,20,80,off,Alert data
599,7488,327,d915393756e18c3d47d71c023a174d56b9733539314b3163c08e2380f159b7a644bb77faf5dcbf1d4b201bfe974bedd63405b90d0c8b40a51a3627ea19ed7acc,5,2023-09-08T14:16:20.405179,21,80,off,Alert data
600,9060,409,d883576e675cde6bc943c514a5acf1889e2e6899fdca04d64d2f8c09bdbfbd5417b1e02ca360c0d944a7a4c3cb09af69d3ee2c3c3472290e932a09e34bae7768,8,2023-09-08T14:16:20.405179,20,79,off,Alert data
601,9321,521,e49d8ce6d5a482175cde8195e46e0426d6c01bc86273ac5812fb966868f9dd2aae2e9c22ba18f22b050c9fad0cc01d7da246695e1613d0611ab9c8546ba23e09,5,2023-09-08T14:16:20.405179,21,79,off,Alert data
602,1122,505,67f417df547719a0e53bc58c6f0762228b5812a3f81410bf3b65cb9d607652c2bac5ce768fd5e9d1d836f9a41162e33e6443dc120493b09714e329cdd0a6e8ac,10,2023-09-08T14:16:20.405179,20,80,off,Alert data
603,3021,121,7db61de2338a9cc7277bef9ea2d08a5b4b0274b6e1803af095f6739525cde9d847f70cbce1f882cb8c4a42b71e36d9b41d77e821f1e7273f31dac209c6d67883,10,2023-09-08T14:16:20.405179,20,80,on,Alert data
604,5283,627,3b332ea34a88bac283b999aacc5e3a30b6e9b458c0911ee4fa2b48463b6ae4a18ff464dad2d6e4961b8c26f29c4a4fad6c45c689de027bea6b7540f499457923,3,2023-09-08T14:16:20.405179,20,80,on,Alert data
605,3554,120,79585c4db4ffd847c7c91145a11d6454fd7bff2e87b1c381fbe1b879db54541596d0b299a5e3fa45a0d08cf7ff79b38d3270a7000ba8a1c9afaee1ed36724e27,5,2023-09-08T14:16:20.405179,21,79,off,Alert data
606,3956,798,0b413eb688810086c3d8fc447c805da547f38b50af47a8752ff64a228780077479b23e0e85c96016b5029d27e0d8e2837b68ef3c01537e753171f578f8aa7200,9,2023-09-08T14:16:20.405179,21,79,off,Alert data
607,6540,637,7a6328ffce84ee490edfc0368ee00c6b9b48232941b27789088b134002c3c40bf3cfa3ad1a991ee142c8fb962510a97bd1f0b32b0251d189f6be02d0b0c0a181,7,2023-09-08T14:16:20.405179,20,80,off,Alert data
608,3530,766,b9c3e814daf1dcf7b58f672930dcc135038febb73cad1a57a2b17ec404062fa3b71420153fea99e610d30a59b4dd75ba3df9b0dcec436ad9c98d9352a2fb8977,4,2023-09-08T14:16:20.405179,21,79,off,Alert data
609,6207,715,484b67af58c50f0b88e555c34d3e6a4be33d2d9351ba1cb803792a428693d3dd433743645b0b8614ebab560a425595b02bc62d060630017753e0eceb9dc24f50,10,2023-09-08T14:16:20.405179,21,80,on,Alert data
610,2163,519,2c0eb9dca01019a21740e4171108870b355a8401b860a2baa3df138c69edbb864be3d150cbbb191540d4402ae00f8177aa9a5da280ba331707a46873a0d66a8f,10,2023-09-08T14:16:20.405179,21,80,off,Alert data
611,2225,411,e1d0e982f89c3450af6733e1a47da2ff8401b78e8fb5fe14aa225f97ca8c9063cea655f194e440acdcdb145781616e7b4c81b9b7ebeaf9c96f647b034c5644d6,1,2023-09-08T14:16:20.405179,20,79,on,Alert data
612,1724,635,c310b1b8ca72ed88bef1d26d072946ec618121e09d71e1da0a58f7d6356cd097b7053ea9d2303c0a7d85f27ca939b0f96b91fea394cb267d0593df55e8c650ba,4,2023-09-08T14:16:20.405179,20,79,off,Alert data
613,4995,458,97eca1b1b4cd266c6f2b33cb7d9a91beb79bfe6a662c3007ef3651cd78f35d8894f1e3597c273b31a9c5e1d4bc47759bd4b8431e2a29e8b34aefafead4dc0f78,1,2023-09-08T14:16:20.405179,21,80,off,Alert data
614,3499,522,3fe6f3d31f2e13c1f96240e1fdafb9ca33aea6967a7360f3d2ede4f9bb8b2bc1fcd3de591f6e5eb84cf9e977acee8c727673104d61f05c93538c1c40683ae5f8,6,2023-09-08T14:16:20.405179,20,79,on,Alert data
615,8879,233,78e0af2a4947490d85a7abe8fdd6749cf77180b586af3ed391b781af883732036161674c22db7a4606c2b7e72179117b12671b755fa88fdbbda2ec542e816966,4,2023-09-08T14:16:20.405179,21,79,on,Alert data
616,8001,958,e81ef06e3e74436060e85b35b67d75ccf0224e7e190cc338f51e6e3d7f96e2f4ee428a4ce06a64b0d182f6ce88080195c5ccd1aa88145a4e06a9b40fb5247497,1,2023-09-08T14:16:20.405179,21,79,off,Alert data
617,5492,508,69cc574eabd861b65acb2cb091410f8a9f14834246cfb9ea650aa4ecf9bfc0f5b4613b7bad17d7f8b5025bb999b4f79c53dc401b41c8ad45a8e5b02d24d7444c,6,2023-09-08T14:16:20.405179,21,79,off,Alert data
618,957,335,fd5c7b819dbaa1ce2ffe0961bfec890735221535df81f9a06612be320e6919d18de40d033f6a6c7578d8ffda2e48ae6f0788174d6ef837378cae1c78fd0d33ba,6,2023-09-08T14:16:20.405179,21,79,on,Alert data
619,4822,779,94913435955ffe076ea464128c36c2e1d1e8d2d0372388ca17c8fcff57a910dc273bd6c2a24130ae1ee1b8ba05f389b426900ac54cd71ce387dafc9271a0c4f6,1,2023-09-08T14:16:20.405179,20,80,off,Alert data
620,10038,147,47e791132300b5909105a3462514d80379156460ba4edad48aee5e4bcd5c08ec58637435f621479e47b18ae9de0e0fd2afafe1643ef602eee4691af264ba571a,5,2023-09-08T14:16:20.405179,21,80,on,Alert data
621,3126,324,5f48cf37c08a7ffeb3ae8b3ec66162c97e915e80245844e8ea2142ee7885ae9660a08d552d27a558f8e331108e54d467c2a57168576e8a54bcd48afac8cb9401,6,2023-09-08T14:16:20.405179,21,80,on,Alert data
622,2542,283,42d1fa037f02b453b84573cc7a3ab561f22cc4c50436e5f8304ac04c08a778619e189061048351eadfebe73ba36a460d48ede5a7c21be5487fdc7bf12d3b875a,3,2023-09-08T14:16:20.405179,20,79,off,Alert data
623,6194,914,7ac123b3db48c70f957173aec65fb1b1a1c2b0269d8737fe6383e710b7020ea5902b4e3353c192689c5b52b77923058378560693c77c4bf1950a890cd41f472f,3,2023-09-08T14:16:20.405179,21,80,on,Alert data
624,2892,336,7fb57f41d4e65e77abc37106405b4af48fc5700069b0003f043c7ff3b78164543cbd07e86ee86d2243f4e2afe25d7b0de62a7b70c5d5abbad15c02e8c200ec3d,6,2023-09-08T14:16:20.405179,21,80,on,Alert data
625,4798,576,586fbe536e256888783a3247bc4e0771bc8e137d3413b77b278c21c3d7b5fcb639428f67af609e316b6d862e935ecb9d6fc3796c9fe9faeb73c8881b684be39c,10,2023-09-08T14:16:20.405179,20,80,on,Alert data
626,789,901,993674c1fb3ad19f894ee60d982261ee8de7d9c8e06c84db96f0b2974e7e620454d7203aa81b697259dea8001b6b3d8db44025e4d885539f0320549033abbad7,3,2023-09-08T14:16:20.405179,20,79,off,Alert data
627,9780,418,3fb925b26f1340a9c431140b79c6b93b4876829abb8f03bb88f787040dc6c1a9c1dfa7a0b90ce6c3f956521faaed21dc6af1218e6e96265c51a44814fe4b97c6,1,2023-09-08T14:16:20.405179,21,79,on,Alert data
628,2318,784,70f7618da9a94a0acaa65690a2773ca6a9670b5d60df05cad8c07fb6edc295ba1297f8b6cf4e46aef31475217364c034e68d3cf0be4099c0e3aa6f9a10c1d94c,4,2023-09-08T14:16:20.405179,21,80,on,Alert data
629,4423,510,2af31a134e1e328d533e41f4e9922fc4e1b7ddfcc05ef0e309d23b2a38d62d8626567f61a891d393df2fb69de24fef6e8fe515ead907dbc199395f3f5aef6e2f,4,2023-09-08T14:16:20.405179,20,80,off,Alert data
630,7458,755,ae631cea49c278b087fb848da055bea3aad1445decdceae684d19157e57bddbaaf54aeacda97fbe0717fe2dc36728695c3f329f54e6272834d66b604616ad379,7,2023-09-08T14:16:20.405179,21,79,off,Alert data
631,2559,139,48dd07fdc86677517b2a5a43e0c206126ad17f6b588c71108bf5cdd9b692c368536940acde320a7717ac7ec7b5f7aafe867aecf97a3321700cb9a1a11e0b4117,6,2023-09-08T14:16:20.405179,21,79,off,Alert data
632,4309,836,7ba235fd540f052cdc402314ebd5fe7cc283c907454c37374a649d8b0e19b17705cd9e012675213c99366cd95c6031d5201eba0830b3aca049907345cd408f72,6,2023-09-08T14:16:20.405179,20,80,off,Alert data
633,9584,275,0e21d18c7001b42a70dae70b3c8d587543ee9d6b98b1d32bc33706efece9e3f38388c1d7c5ea506f238b6b4423f9e6f0d24c4e9022380b71e51d3738f69a3530,2,2023-09-08T14:16:20.405179,21,79,on,Alert data
634,4206,533,d1be978caa450ebb5044786cbef7206f0f03cb30427e7ba1ee01940e1c64ce32cec52fe972e8164f834940d3da927275ee5e8d91e56f7243443df6054fd507c0,7,2023-09-08T14:16:20.405179,21,79,on,Alert data
635,3168,227,46b3177c8d4eb04e809e67bedb29cc3d6f66b267e3ad88f2ef7cdd14ab7e633bef06fbe4401b952d1c7f71a4204212810aa7c94796cc20ebe468c516c8c8e669,6,2023-09-08T14:16:20.405179,20,80,off,Alert data
636,9153,133,62860080b661811a2590bdc9ef6396841993bbabf8eb41f2d3503c0030718668f47862a747ad8932a99a51ed230d8668de0bcfdfb66709819422c66a90d1ae07,7,2023-09-08T14:16:20.405179,21,79,off,Alert data
637,6256,373,773177d079d116ceaa805896970513ad22d1516352e24529b852be76c992184e06c0efd48964e3062e8c2fa6a158b9de503e9c105a28367a73dfd8e8e796dfef,2,2023-09-08T14:16:20.405179,21,79,off,Alert data
638,2515,979,5250f58ff4c40c86584850c1859630ce04816f2393014c37febec0ed7eadede2e0901fb01a693c12b62713bc157abbac84e38d4941cff978a56449bc41e4adc9,8,2023-09-08T14:16:20.405179,20,80,off,Alert data
639,8082,332,56cc0fb713d80cda96487ccd7accb10aed0cdc4349ea4f0a415f1f19116c2d40e4d053b967d5c5413a267506b2423fb06566772467f73859a7d550b7d4db02c8,5,2023-09-08T14:16:20.405179,20,79,off,Alert data
640,971,117,95de8e30728ed3e273edff1c6a9d8aa811742e846095c50d644f7bc50a429574ec784fe64b81fc3a5d6798dae40aaa079919a95d90f33fb39ace6419243b3a29,8,2023-09-08T14:16:20.405179,20,79,off,Alert data
641,9036,455,4ffccc2ae62d0c42078139ae15214d26c8b031d4277023ca33ee3ed1257b85a231206a8be84e9108f017ae40185126c86a50a4847f9ab96e4d27971ecc23cf96,10,2023-09-08T14:16:20.405179,20,80,on,Alert data
642,8787,808,479e84a159c9798e8e65bc61cd9c2cd65f37a7659b953ba247e7fb8c2c321f06fb3cde9531efb20fbd60f9e5ba8f2a35f6cb4c01196b63b6a96d5c6993739bce,6,2023-09-08T14:16:20.405179,20,79,off,Alert data
643,1485,137,14fbd3dabe1345825dbf4baab28f84f9c5d9c1543d4717e0b5e1c25997e39c2e83be400a6046170b0b443cd6c002f993e30f56942548c4d7217051a43fe071ac,6,2023-09-08T14:16:20.405179,21,80,off,Alert data
644,8166,669,7f234757b3a95fb34399585d70fa988d771cc95b92b7d77ec58259390ec1935acdcbe5e3136a3325406fd494eec7204b3abb165214fe3d4922a72b4a743b0a22,10,2023-09-08T14:16:20.405179,21,80,on,Alert data
645,9943,414,0dc2403c8d2a31f160513e3959742a610a18f61d16aab6fb476721a034a163fbe883f7a99f6865e5b7f6ecbbe22e4064376497954ba26887ef75b016433bcdbd,7,2023-09-08T14:16:20.405179,20,79,off,Alert data
646,458,580,994c0a94d3634d014b9d89c2a1e7554eeb6100d76fa6fb071cfb13fe954cd9f41e2e4f4ed3e4e84dd29f7ec1ec3145d145455198c09c4a3c72199b7bd4ed9f6c,3,2023-09-08T14:16:20.405179,20,80,on,Alert data
647,124,347,1f08fb0e13e676ff66d68bce5c7831efde3c5aa8bf281165c775ca3741bc04ac4a2a7116d3ae64d36c231eba14cc8a5bf377ed8616cf75c8188b26b7c28345f7,6,2023-09-08T14:16:20.405179,20,79,on,Alert data
648,1819,525,9f833a6e34e560b569e928b9c40ace26afbfe074d3388765134a2f36d1271125edaa98ed65a96635a76485f2204dc3384adea373065e9feab51f534fb44c11c5,4,2023-09-08T14:16:20.405179,21,80,off,Alert data
649,2762,365,f6c2fd60ebcad069ffc7f3ef3e42bd4e95f87bd941c8a43e38d9a51530e74844fa891f613cd47f2c81d3b46a9715538e508575a08a6260644843908431701903,4,2023-09-08T14:16:20.405179,21,79,on,Alert data
650,2095,245,90d1973132173615ae1803a1996509d69f8650d4e97da52c2486f6cb4c29c15b855b8fe2e6b392adbe56aae49a8a13eddb1917217c7281a9d2f7121091bdf161,8,2023-09-08T14:16:20.405179,21,80,off,Alert data
651,9321,304,b2e2c2c6047816649d16d3b01125c19d69a44ec334fa177a8b65396a878d178d64dc07021cc783b821f095531f3175f9003c34e1c1cc4c15b89425f83b909d60,6,2023-09-08T14:16:20.405179,20,79,off,Alert data
652,5251,965,06ef5efffa7a98efc9218cc298ee4fe0f5306c60ed8b49660398af832d0f622c4291bc82fa8ca3efcf84586f58e63e8371794bc0c1c5a654c7dd14a222e9240d,9,2023-09-08T14:16:20.405179,20,80,on,Alert data
653,4182,436,301ca70577305da4a745b903ecb6ed7e89643efb10a45b0bea08a896c7aca49d47a2ba512a34efab0e4cf2ae14b9c0f98166b06650dfded1dcfe5a4a45931953,8,2023-09-08T14:16:20.405179,20,80,on,Alert data
654,1316,381,15f3bb2743ca62fdbbb6bee8a407d6ab69eaa71d0110bcb2e4689147b7299f4e45818a36eda406f4b47ed5a95623ec512dee156b950a48f0c1cc736b2cb79d29,9,2023-09-08T14:16:20.405179,21,80,off,Alert data
655,2527,409,dcfb386de7b5e6569b10eb9d3095af2265387ac67923d0cb8c39200a91cf5c8570a4a865657312ba53d129972a583a969801d7bca953620769313923b8dbe97c,3,2023-09-08T14:16:20.406179,20,79,on,Alert data
656,1697,469,d4405e249282a6ccedfe03f10990f623b0ff9c50bda1005a53da311dbe52409aa361f18758ecd2aaff502e42d104ab978dc704ca2462a4c0c81fa11e44ee684e,10,2023-09-08T14:16:20.406179,21,79,off,Alert data
657,8610,515,7d14c2e6cb561acd03f2f84984aef534ec4721f65dbd1eb42ace65c2175d04df9ebe38ca5faef90dd0051c813c8d2b685e07b649dbd07fb15c28d50822180736,7,2023-09-08T14:16:20.406179,20,79,off,Alert data
658,9983,824,8f864b7590313842466cbd0a6b1dc90bdd601806b4d3707d09bf00f7432402cc001468021ad1bc0cb40141ac75838dc730639036c46d7db0b2d26136beebb679,10,2023-09-08T14:16:20.406179,20,80,off,Alert data
659,624,271,8f8b4c8ba83e9ed3126ae8dfbe42bc6173d82f118348625b274ec4b4ca4b0e590ba990405d3d5b4202f922cb25f727d99c982236e70892445e9abdaec6f48785,10,2023-09-08T14:16:20.406179,21,80,off,Alert data
660,2452,808,3c7e9d47f011220d77abdc5b4008e3e7990ea06815872c7b4b64750f8324e124c86654fcc3cb23c50f8dab4503a7df3d9cc0ed7c2a9369fa81c5ff561eebdf37,7,2023-09-08T14:16:20.406179,21,80,off,Alert data
661,9242,753,dd03187dfdcc80b47ed97d1feff0cb797179389ec5c87af1e2591f7a67007d5e5ae0df9bdc4be045c7a1c080b316122b1224beffeddbdbfe7873cb747e2877fa,1,2023-09-08T14:16:20.406179,20,80,off,Alert data
662,2357,235,40af76018317aa2effeddd3259b422a6ef38fac9213bf0cdc2121cf0f520d1abd23d29fdb5ab41bb0d94a0581f92ceef0a0713cc88c40b2c5b2927c263bb2e23,2,2023-09-08T14:16:20.406179,21,80,on,Alert data
663,8992,873,3d4e5151534861c392abba9bd11d127ea0d3985fd381a990ab3b1b1dc37136cc698f3aacc806e9193f0b49a226829c79c937c7e3aa7188ea706621970740815a,1,2023-09-08T14:16:20.406179,20,79,on,Alert data
664,3060,156,f7fe31aa4249aa7cf1b8e62889322899df5a6ff6a39170cc82fa321434fa186072b8d9017c1da65854b02157fe3852dfdb2e83d00ffff6e3ffb4a8caef2cc198,9,2023-09-08T14:16:20.406179,21,80,off,Alert data
665,5394,384,27c5da3559ad3ffd7b35d8a05d5447c790105c1da8af77414bb5a02a84965787e641cc9a673fcb8dc5b6312d2c01fa82f7b4f6dd727d0ae0591da0d16f031537,9,2023-09-08T14:16:20.406179,21,80,off,Alert data
666,4422,198,2acdcd7a6497cc2702c9f3cf87d4ac93562676841bc518ccd7f0a0061b4a58c4928b9115e2fdc32dfe3e3bdf80a2119a6d39c3125b16e0e7085a65c3777585bc,2,2023-09-08T14:16:20.406179,21,80,on,Alert data
667,3416,752,0ef2db6ed3748f2fa89edc8f5d1653b8d7dea52695e9320805631ea6b0a64fd45caf01d2152971a6a4718b71ee1298d213c292f38046800c68072c8ee215747a,3,2023-09-08T14:16:20.406179,21,80,on,Alert data
668,9620,659,4fd58d19901ba7580d98249af0228bb4910820db0e6911e8084ebb7a846849ef0431f1ecd2540905ee99b87111c11739b9dddd17044f5da0beda3e9f93cbad5c,8,2023-09-08T14:16:20.406179,20,80,on,Alert data
669,6957,468,d0c92d838a6575a8ece5755d6967f2f0e71ddb4b130e6f3ae08bb113f96cfdf4045a55bc098028bb56b17cad9a92e0f6cd807237bc380b5cd5310603099b620c,6,2023-09-08T14:16:20.406179,20,80,on,Alert data
670,8652,692,36679a8f1ac3c7bcc4e64fa2fb51b58c020d0746624ab604d511a577c09d440a6829c122c206ecc04d9ba43098c8ac1e7573fed36ea6761eac1d4bc35ce0fa53,2,2023-09-08T14:16:20.406179,20,79,on,Alert data
671,560,122,af4932eb6d9be1bbce35decec06ecb977d25adb76e7d636bf751c3b28f595cb83a5d163a434ebf2130d22f964412d5dcc45e0c8abea84d0f4730a41f1c60019f,9,2023-09-08T14:16:20.406179,21,79,off,Alert data
672,8631,514,df8abf6174911a9d22bbbe9c3d66beae71b8f76ccbee22b703bf006dd5fd129f2d1dbb3dee40daada10e43f85cdae10b1c823822a70dc63c5bcc9596331e1913,2,2023-09-08T14:16:20.406179,21,79,on,Alert data
673,1428,538,b0024acd0d1cb8945214bbdf3dc0db19e3df382da13bda93810efee3959e7a4fc67a5601b6c175afc111ba6d92c231193750cede67f98023b3d12b299b127b5c,6,2023-09-08T14:16:20.406179,21,79,on,Alert data
674,379,411,7ba5f3aa9fe1305e016566e33ea463027f828ecdae8b9c472670426bad034a5483d0ef0a31051cecf0013c6373bab342f29a241957a56710bebdbf39fac907f8,4,2023-09-08T14:16:20.406179,20,80,off,Alert data
675,2448,114,182eb8c1d5d3f6068e24d03f3ea73e909b94f1e3088ce34947a47d7faf9020eab1eabf1df052a803048dca0d9c774e0e3e7634b745ea48590e9636bb0bc0127f,10,2023-09-08T14:16:20.406179,20,79,on,Alert data
676,7283,350,cee1f3299c0c6480d07f10b252b1aeebca06d75cae58cf0974ca8fa6d51325baa99c1dd9957e1feffcfc32f9e0623c4a51fd698803e38015215dc6226ad8344a,8,2023-09-08T14:16:20.406179,20,79,on,Alert data
677,8095,660,71f87285891ca5d931857d716419ae2346d9a13cd266a379c6e21d0b86141d253aa3d39f7b22a96452ec018d65f7b2e6b30129e8199116e5e2b3d80346178fb1,6,2023-09-08T14:16:20.406179,21,79,off,Alert data
678,4138,499,c7d57e5c0b0792b154d573089792d80f5b64d2bc0cf4d7d1f551a9e4a4966e925d06b253cc9662c01df76623fdfecb812a2a0604119cb1ac37c47e8027e94cb5,10,2023-09-08T14:16:20.406179,21,79,on,Alert data
679,8397,436,c39eff6fd21b45de7bae9c3ce8cfc1905c8565205b860ba13b7fa49d023a5efa3f8ede20ababb1f001840db16da31f542a500b12329cdb4e9c84ae11cb51aed6,6,2023-09-08T14:16:20.406179,21,79,on,Alert data
680,4944,264,a9a1194126ce9e99e52071a9e03e3f72e309e53040a9797a74471904c1481872a46e9dce20163d01d7178e4d6e9f79bb9495495561b2364078ccb4e850721661,2,2023-09-08T14:16:20.406179,20,79,on,Alert data
681,7633,337,1d04a51408ae7de19e2b67df481337b4188a6e65834c8080487e82c313425a77042c4498acdf97d1ae9c989b95a44c16afb292b2eb857ee131b71e40efc1f9f5,5,2023-09-08T14:16:20.406179,20,80,on,Alert data
682,8224,914,e89a652c90f0f97fe20299e66ec4e78ee045fea19426c92cd194f61118b64800543e73129955125ec53f2dcfefd4b5ba9c348fd91b6695fd1cef168d46411118,6,2023-09-08T14:16:20.406179,20,80,off,Alert data
683,5768,873,998a910bfc62a0152226370be0d608503d54a32c2d6a4db3c8cd33bf27afde918243510baf80fa7a9551ad83feb1c3f239f5a7799d1396792490b5a5a551e9c8,7,2023-09-08T14:16:20.406179,21,80,on,Alert data
684,2669,664,e67e1dd2b33addd47ed13e055211ed0ae1e9d3a764d78888c61be574b8c0aaf714b774b5f7c884ab72e51096eb7d1bdc8c42cb8100eefb15c02b63708026fc91,1,2023-09-08T14:16:20.406179,21,79,off,Alert data
